"external_gene_name","entrezgene_id"
"MMP21",118856
"GLT6D1",360203
"IFI6",2537
"RUSC1",23623
"KCTD4",386618
"CBY1",25776
"VPS35",55737
"GTF2F2",2963
"RELT",84957
"SMC2",10592
"KBTBD4",55709
"ZNF644",84146
"LRRC36",55282
"SLITRK3",22865
"EDNRB",1910
"MUC22",100507679
"PYGL",5836
"E2F3",1871
"TSPAN6",7105
"CELF1",10658
"SMAD7",4092
"DHRS7C",201140
"SPRYD7",57213
"ZNF138",7697
"SEMA3F",6405
"LCN9",392399
"GSG1L2",644070
"CCDC180",100499483
"WDR13",64743
"HIP1",3092
"PRDM9",56979
"SEMA5A",9037
"SLC6A13",6540
"TNFRSF8",943
"RIF1",55183
"ADAMTS9",56999
"ZNF107",51427
"AGRN",375790
"OBI1",79596
"STAG1",10274
"LRCOL1",100507055
"C11orf54",28970
"UTP6",55813
"POU4F1",5457
"CDCA7",83879
"FYTTD1",84248
"CPNE9",151835
"PNOC",5368
"DTHD1",401124
"NOMO2",283820
"NOMO2",102723728
"MRC1",4360
"YPEL3",83719
"ASTN2",23245
"CETN1",1068
"ERN2",10595
"WNT10B",7480
"GALNT5",11227
"AGPAT2",10555
"TOMM22",56993
"GTF3C5",9328
"TCIRG1",10312
"LRFN5",145581
"ZC3H7B",23264
"GPR173",54328
"SOHLH1",402381
"POLD2",5425
"WDFY3",23001
"RANGAP1",5905
"MICAL2",9645
"MICAL2",84953
"RBM5",10181
"PIH1D3",139212
"RUBCN",9711
"TBX5",6910
"KCNT1",57582
"STK31",56164
"SMIM21",284274
"GMPPB",29925
"MTMR14",64419
"ADCY7",113
"PLK1",5347
"ATG4C",84938
"SMC1B",27127
"FASTKD1",79675
"NFRKB",4798
"TRMT61A",115708
"FCER1G",2207
"CHKA",1119
"EXOC5",10640
"MAPK13",5603
"HOXA1",3198
"MYO1E",4643
"DBX1",120237
"UBIAD1",29914
"IGSF9",57549
"TMEM71",137835
"RIBC2",26150
"SIGLEC15",284266
"SLC24A3",57419
"TAF10",6881
"NBPF15",284565
"RNF123",63891
"FOXO4",4303
"CARD11",84433
"ALMS1",7840
"IDO2",169355
"LGI2",55203
"RGL4",266747
"DYM",54808
"PRLHR",2834
"TMEM218",219854
"CELA2B",51032
"HOXA2",3199
"BAG5",9529
"IDO1",3620
"GLOD4",51031
"DGKI",9162
"PRSS58",136541
"SLC7A7",9056
"KLC1",3831
"CCNB2",9133
"TAF1D",79101
"PIK3CB",5291
"AP5M1",55745
"FLYWCH2",114984
"CELA2A",63036
"METTL7A",25840
"SIRPG",55423
"WNT1",7471
"ABCC9",10060
"CNN3",1266
"PHLDA1",22822
"EPC1",80314
"PPIAL4F",728945
"GHRH",2691
"CDK6",1021
"SRGAP2B",647135
"ANKRD50",57182
"CASP9",842
"ALDH18A1",5832
"PPIE",10450
"JOSD1",9929
"HTRA4",203100
"TTC29",83894
"FAM81A",145773
"PKM",5315
"GOLM1",51280
"TM2D2",83877
"CCL26",10344
"CACUL1",143384
"KMT2D",8085
"ALPL",249
"GDI2",2665
"OR56A3",390083
"MS4A3",932
"OR56A5",390084
"OR52L1",338751
"BRD7",29117
"GDPD3",79153
"FAM168A",23201
"OR56A4",120793
"RBM6",10180
"LDHAL6B",92483
"TMEM121B",27439
"TNFRSF1B",7133
"ZNF516",9658
"ITGA11",22801
"ERMN",57471
"POLQ",10721
"DRICH1",51233
"MAPRE1",22919
"IL17RA",23765
"GTF2I",2969
"CCL24",6369
"ANXA4",307
"BIRC2",329
"MRM3",55178
"C1QTNF9",338872
"DISP3",57540
"HDAC9",9734
"SRSF7",6432
"HTATIP2",10553
"TLCD2",727910
"SEMA4C",54910
"TRIM32",22954
"PRKAG1",5571
"SPATA13",221178
"TSPYL2",64061
"OR56A1",120796
"DPF2",5977
"CENPK",64105
"BCHE",590
"OR56B4",196335
"OR52B2",255725
"ZNF239",8187
"FRG2C",100288801
"CEP295",85459
"PLEKHG4B",153478
"ALG14",199857
"NWD2",57495
"SLC22A13",9390
"ST6GALNAC6",30815
"USP5",8078
"PDIA4",9601
"OR52W1",120787
"ADRA1D",146
"OXCT2",64064
"DIPK1B",138311
"BMP8B",656
"C11orf42",160298
"TMEM106B",54664
"PTGS1",5742
"C4orf19",55286
"AC243733.1",255027
"C22orf42",150297
"KCNU1",157855
"LAMC3",10319
"SEM1",7979
"RELL1",768211
"FRMPD3",84443
"ARGFX",503582
"ZNF485",220992
"FGB",2244
"JMY",133746
"HMBS",3145
"KYNU",8942
"CRAMP1",57585
"FAT4",79633
"TMED4",222068
"PDE5A",8654
"KLHL15",80311
"FAM76A",199870
"GRK3",157
"AAK1",22848
"SFTPC",6440
"NEB",4703
"C1orf61",10485
"FBXO16",157574
"CDYL",9425
"CHRM5",1133
"BRPF3",27154
"SDK1",221935
"P2RX6",9127
"AVEN",57099
"EDEM2",55741
"EDEM2",111089941
"CDKAL1",54901
"AMIGO3",386724
"RBFOX1",54715
"TCF23",150921
"CCBE1",147372
"BFSP1",631
"TBX3",6926
"MLLT3",4300
"TIGD3",220359
"JPT2",90861
"LRRC32",2615
"FLYWCH1",84256
"GPAA1",8733
"C11orf87",399947
"SEPSECS",51091
"HIGD1C",613227
"HOPX",84525
"ZNF32",7580
"ZNF395",55893
"SRSF11",9295
"RFPL2",10739
"ACP6",51205
"FAM178B",51252
"PHOX2A",401
"TMEM185B",79134
"LXN",56925
"HADHB",3032
"INPPL1",3636
"GTPBP4",23560
"CHCHD5",84269
"PROCR",10544
"GFM1",85476
"IL2RG",3561
"EIF2S3",1968
"EIF6",3692
"DDN",23109
"MANBAL",63905
"FBXO2",26232
"SLC25A45",283130
"LGI3",203190
"SLC39A12",221074
"DNAJC2",27000
"SAMD9",54809
"AK1",203
"METTL17",64745
"SLC7A4",6545
"UQCRC2",7385
"SIKE1",80143
"SMIM41",113523638
"NANOS1",340719
"ATG101",60673
"EIF3A",8661
"CXorf65",158830
"APOA2",336
"SAMD9L",219285
"FBXO40",51725
"THAP7",80764
"OLIG1",116448
"FBXO44",93611
"GIPC2",54810
"OLIG2",10215
"SPG21",51324
"SLC22A14",9389
"IDI2",91734
"FADS3",3995
"ZFX",7543
"ZSCAN25",221785
"IDI1",3422
"DNAJB4",11080
"DNAL4",10126
"TPPP3",51673
"MYL7",58498
"NLGN2",57555
"UQCRC1",7384
"PEX13",5194
"GTPBP1",9567
"NAT8",9027
"IMPA2",3613
"TCIM",56892
"LRRC14B",389257
"PRAG1",157285
"ZNF786",136051
"CCDC127",133957
"NPIPA2",642799
"SOX4",6659
"PRPS1",5631
"SKIDA1",387640
"PUS10",150962
"SIDT1",54847
"C9orf153",389766
"FBLN1",2192
"PARP11",57097
"MMP24OS",101410538
"OR13F1",138805
"MLLT10",8028
"KRT80",144501
"ZNF425",155054
"PMAIP1",5366
"OR13C3",138803
"FGF11",2256
"OR13C4",138804
"SUN2",25777
"EFCAB8",388795
"OR13C8",138802
"MMP24",10893
"RELN",5649
"AHRR",57491
"INTU",27152
"OR13C5",138799
"OR13C2",392376
"NPIPB11",728888
"OR13C9",286362
"CYC1",1537
"PI4K2B",55300
"HOMER1",9456
"SRPX2",27286
"TOP2B",7155
"C15orf41",84529
"EDNRA",1909
"SLC5A4",6527
"FGA",2243
"MBNL1",4154
"PRNP",5621
"ABCG2",9429
"SPEM2",201243
"CLDN23",137075
"NBAS",51594
"SPEM3",107983988
"EPG5",57724
"TMEM102",284114
"PPIH",10465
"FAM71F1",84691
"SLC35E2B",728661
"DNAJB9",4189
"ISCA1",81689
"CHRNB1",1140
"SYTL4",94121
"CMAS",55907
"EMC7",56851
"CRMP1",1400
"PNPLA8",50640
"HADHA",3030
"ST8SIA1",6489
"RFPL3",10738
"PDCD6",10016
"PTGFR",5737
"FIBP",9158
"HIP1R",9026
"PRND",23627
"KLF5",688
"USF3",205717
"HOOK1",51361
"OR13D1",286365
"CCDC74A",90557
"ZNF398",57541
"ANKRD13C",81573
"MEN1",4221
"C2CD5",9847
"SLAMF9",89886
"PGBD4",161779
"POLR3A",11128
"HELZ2",85441
"PPIG",9360
"SLC2A3",6515
"C11orf86",254439
"NLGN4X",57502
"SPEM1",374768
"HCLS1",3059
"PHF20L1",51105
"HHLA3",11147
"CDC123",8872
"CLDN14",23562
"CDK13",8621
"SLC26A5",375611
"TAS2R1",50834
"CHP2",63928
"SDHA",6389
"SLC25A30",253512
"OR4F21",441308
"CYP3A5",1577
"GLP2R",9340
"WDR81",124997
"CXCL12",6387
"SETD1B",23067
"ZNF596",169270
"TRPA1",8989
"SLC39A2",29986
"EVC",2121
"THAP5",168451
"TMEM184C",55751
"XRCC3",7517
"ZDHHC1",29800
"CTSW",1521
"TSKU",25987
"SIRPA",140885
"RARB",5915
"SUZ12",23512
"TTC12",54970
"PRMT9",90826
"DMBX1",127343
"TPT1",7178
"ZNF513",130557
"LIAS",11019
"C10orf62",414157
"NUDT5",11164
"ZNF273",10793
"SNX17",9784
"MORN4",118812
"CORO2B",10391
"LCN6",158062
"NAA50",80218
"HSPH1",10808
"PVALB",5816
"PI4K2A",55361
"FSCB",84075
"DSTN",11034
"KCNJ10",3766
"MSC",9242
"TMEM123",114908
"CREB3L2",64764
"SRC",6714
"SS18",6760
"PIGM",93183
"LCN10",414332
"HOGA1",112817
"PSMA7",5688
"SYT12",91683
"KAT8",84148
"MFHAS1",9258
"ATRAID",51374
"CLSPN",63967
"ERP29",10961
"DCBLD2",131566
"FAM72D",728833
"SH3BGR",6450
"IP6K3",117283
"CLUL1",27098
"FGF23",8074
"KLF12",11278
"ZNF117",51351
"ZNF117",109504726
"KNCN",148930
"TIGAR",57103
"COA8",84334
"VCX3A",51481
"ERV3-1",2086
"KCTD21",283219
"C14orf28",122525
"SH2D6",284948
"RALB",5899
"ATOH1",474
"CCND2",894
"TMEM275",105378696
"SLC10A5",347051
"MOB3C",148932
"ATP6V1B2",526
"LRRC74A",145497
"SIM2",6493
"BOLA2-SMG1P6",107282092
"FAHD2B",151313
"ARNT",405
"ZNF717",100131827
"HSD11B2",3291
"NCF4",4689
"MKNK1",8569
"GET1",7485
"PRXL2A",84293
"SEC61A2",55176
"PKNOX2",63876
"PRXL2B",127281
"ISCU",23479
"RIPK3",11035
"NPY",4852
"TRIB1",10221
"SLX1B",79008
"SLC5A6",8884
"AKAIN1",642597
"DLX6",1750
"ERI1",90459
"ST3GAL6",10402
"FAM189A2",9413
"CTH",1491
"TYMS",7298
"GJA5",2702
"CLTCL1",8218
"ADCY4",196883
"MEF2D",4209
"KCNJ9",3765
"SUN5",140732
"MMP7",4316
"C10orf90",118611
"NOCT",25819
"GJA8",2703
"EFCC1",79825
"SULT1A4",445329
"SERPINA2",390502
"PPIAL4D",645142
"IRF2BPL",64207
"ELF2",1998
"CEL",1056
"KIAA1257",57501
"CSTF2",1478
"OPN1SW",611
"AIF1L",83543
"DLX5",1749
"OR4C13",283092
"JAKMIP1",152789
"OR4C12",283093
"CALU",813
"SS18L1",26039
"YBX1",4904
"RHOD",29984
"MMEL1",79258
"DACT1",51339
"PDIA5",10954
"ZCCHC4",29063
"ENOSF1",55556
"ACAD9",28976
"PRSS8",5652
"MTFMT",123263
"KLHL28",54813
"GET1-SH3BGR",106865373
"ELOVL2",54898
"BOLA2",552900
"LCA5L",150082
"CHRM1",1128
"LAMB2",3913
"PARP4",143
"TOGARAM1",23116
"RHBDD2",57414
"FOXL2",668
"SEC22A",26984
"MLXIPL",51085
"RPP40",10799
"FOXL2NB",401089
"CCDC173",129881
"ATPSCKMT",134145
"MMP20",9313
"CSMD3",114788
"FOXD3",27022
"ZMAT4",79698
"TERB2",145645
"MRPS22",56945
"SLC39A4",55630
"NIPSNAP3A",25934
"CLDN19",149461
"AKR1D1",6718
"TPI1",7167
"PARVA",55742
"TTC34",100287898
"TPRKB",51002
"RARRES1",5918
"CNTNAP3B",728577
"SFT2D3",84826
"SDHAF3",57001
"GMEB2",26205
"WDR33",55339
"CDH10",1008
"SLC20A1",6574
"RASSF2",9770
"HEY1",23462
"PPWD1",23398
"FAM160A2",84067
"ATP6V1A",523
"FAM107B",83641
"ZDHHC22",283576
"RPS27",6232
"MFSD1",64747
"PRMT3",10196
"TMEM63C",57156
"NYNRIN",57523
"LEMD2",221496
"ADD3",120
"C4orf50",389197
"ORC6",23594
"ENO2",2026
"UVSSA",57654
"RNF223",401934
"PRR23C",389152
"PPP1R3B",79660
"HFM1",164045
"NIPSNAP3B",55335
"PRR23A",729627
"TRIM13",10206
"CBLN3",643866
"COPB2",9276
"TEK",7010
"FGF6",2251
"BLCAP",10904
"PGM2",55276
"CIPC",85457
"KHNYN",23351
"ZBTB14",7541
"MPP6",51678
"SHARPIN",81858
"GASK1B",51313
"P2RX2",22953
"NNAT",4826
"NUP188",23511
"RNASEH2B",79621
"SDR39U1",56948
"VWDE",221806
"GRSF1",2926
"SLC25A31",83447
"IGSF8",93185
"FZD3",7976
"SLC51B",123264
"TAC1",6863
"CNGA4",1262
"RAB3IP",117177
"RDX",5962
"RASL12",51285
"PPM1K",152926
"PLEKHO1",51177
"AZIN1",51582
"WDR97",340390
"PSMC2",5701
"TMEM144",55314
"PHOSPHO2",493911
"SPSB2",84727
"ARHGAP10",79658
"HOXA6",3203
"RPL17-C18orf32",100526842
"TCF7L2",6934
"NOX1",27035
"CHD8",57680
"CDK1",983
"LRRC23",10233
"PRR23B",389151
"MAF1",84232
"NR1I3",9970
"KLHL23",151230
"KLHL23",100526832
"HOXA3",3200
"KCNQ4",9132
"ANKRD62",342850
"PMPCB",9512
"RPL17",6139
"TMEM119",338773
"MC4R",4160
"BTN3A3",10384
"OR4C46",119749
"SPINK2",6691
"USP35",57558
"SH3GLB2",56904
"TMEM89",440955
"PPM1G",5496
"SBSPON",157869
"NKX1-1",54729
"HOXA5",3202
"HEPACAM2",253012
"CMTM1",113540
"HOXA7",3204
"TERF1",7013
"MBD1",4152
"ZNF282",8427
"HOXA4",3201
"RIN2",54453
"TEF",7008
"PUDP",8226
"EQTN",54586
"INHBB",3625
"FAM53A",152877
"TEAD1",7003
"ERVFRD-1",405754
"SMIM13",221710
"COL20A1",57642
"OR4A5",81318
"SELPLG",6404
"REST",5978
"MMP27",64066
"STMN3",50861
"SLC23A2",9962
"GLYR1",84656
"STS",412
"KCNB2",9312
"ARMH1",339541
"CCDC71",64925
"PTGER3",5733
"MTG2",26164
"GPBP1",65056
"NEDD9",4739
"TNFRSF1A",7132
"HLCS",3141
"MSL3",10943
"TRIM48",79097
"EXTL3",2137
"OR11H2",79334
"LZTS1",11178
"SMARCAD1",56916
"OR4N2",390429
"KLHDC8B",200942
"OR4Q3",441669
"OR4M1",441670
"BPIFB2",80341
"KATNBL1",79768
"TLR4",7099
"HPD",3242
"CNTN6",27255
"NCKIPSD",51517
"C3orf84",646498
"NOA1",84273
"SP3",6670
"WDR72",256764
"TCEANC2",127428
"MAPK3",5595
"CKLF",51192
"TRIT1",54802
"KDM2A",22992
"RCAN3",11123
"STIMATE",375346
"ZNF92",168374
"STX12",23673
"WAS",7454
"APOF",319
"PRR14L",253143
"PLA2G15",23659
"RAB3IL1",5866
"DOLK",22845
"LRRC74B",400891
"MUSTN1",389125
"TMEM245",23731
"RHOBTB1",9886
"PHYHD1",254295
"ITIH4",3700
"CYB5RL",606495
"PSTPIP2",9050
"CKLF-CMTM1",100529251
"CYP3A7-CYP3A51P",100861540
"SCIN",85477
"ATXN10",25814
"PDZD9",255762
"PDYN",5173
"CLPB",81570
"MYLK3",91807
"SREBF1",6720
"UBN1",29855
"KCNMB2",10242
"SMIM38",107984345
"CYP3A7",1551
"ULK2",9706
"MOSMO",730094
"XKRX",402415
"RASSF10",644943
"ZNF703",80139
"TPCN2",219931
"SSBP3",23648
"OCIAD2",132299
"CELSR3",1951
"ZC3H12C",85463
"C18orf32",497661
"CD3E",916
"AVPI1",60370
"TOB2",10766
"CNOT2",4848
"MPLKIP",136647
"CITED4",163732
"BPIFB6",128859
"SFRP1",6422
"ANKRD36",375248
"MARVELD1",83742
"ANKRD16",54522
"ERLIN2",11160
"CCNY",219771
"ANP32A",8125
"FBXO6",26270
"SPATA31A6",389730
"PPP1R8",5511
"KRT7",3855
"UBA1",7317
"PRL",5617
"CIDEA",1149
"POGZ",23126
"SH3TC1",54436
"RCVRN",5957
"FTH1",2495
"ANAPC4",29945
"MLN",4295
"SLC26A6",65010
"SUV39H1",6839
"HDGFL1",154150
"SLBP",7884
"MRPS35",60488
"KMT5B",51111
"NOX5",79400
"KRT86",3892
"STK35",140901
"ZRANB2",9406
"TMEM26",219623
"PTAR1",375743
"INSYN2A",642938
"SLC6A5",9152
"VPS37B",79720
"KRT81",3887
"MOB3B",79817
"DOCK1",1793
"BEST1",7439
"SLC22A6",9356
"REP15",387849
"IFNK",56832
"GLOD5",392465
"FKBP3",2287
"C9orf72",203228
"NAA30",122830
"STIMATE-MUSTN1",100526772
"RAI1",10743
"MS4A2",2206
"SPTY2D1OS",100506540
"EMC4",51234
"PRPF39",55015
"USP50",373509
"NT5DC4",284958
"CCKBR",887
"MMP8",4317
"SPTY2D1",144108
"FOCAD",54914
"BPIFB3",359710
"FGF10",2255
"NR3C2",4306
"MRPL37",51253
"CKAP2L",150468
"TCTN3",26123
"MANSC4",100287284
"BPIFB4",149954
"KBTBD13",390594
"CCDC198",55195
"USP8",9101
"UBAP1L",390595
"ZNF236",7776
"GCK",2645
"CCDC102A",92922
"SLC12A6",9990
"ZFYVE27",118813
"NAA20",51126
"P2RY1",5028
"MYO18B",84700
"IFI44L",10964
"CDCP2",200008
"NLRP6",171389
"SYCP1",6847
"VPS37D",155382
"SUGCT",79783
"TACC3",10460
"TNIP2",79155
"CHID1",66005
"POU5F1B",5462
"C2orf73",129852
"TGM3",7053
"TSPAN14",81619
"STX1A",6804
"CABCOCO1",219621
"ZBBX",79740
"LRATD2",157638
"ATG9B",285973
"NUP210L",91181
"HRH3",11255
"MTERF3",51001
"SPESP1",246777
"FOXK1",221937
"ZNF212",7988
"PGGHG",80162
"CTNNBL1",56259
"GRAMD1C",54762
"ADAM15",8751
"ACADVL",37
"ZDHHC21",340481
"FGG",2266
"NOS3",4846
"CCDC7",79741
"NGB",58157
"IL10RB",3588
"RAP2B",5912
"KLHL42",57542
"CER1",9350
"PPP1R3G",648791
"R3HDM2",22864
"CCDC36",339834
"PDK3",5165
"ZNF70",7621
"VPREB3",29802
"IFITM5",387733
"RTTN",25914
"TMEM129",92305
"IFNAR2",3455
"WNT7B",7477
"GPR65",8477
"NOM1",64434
"DLEU7",220107
"LDLRAD4",753
"KIAA1841",84542
"CYTIP",9595
"KDM5A",5927
"CYP3A4",1576
"FEZ1",9638
"GEMIN6",79833
"TIMELESS",8914
"KCNRG",283518
"DNAJC30",84277
"LYRM4",57128
"MRPL40",64976
"BUD23",114049
"DUSP11",8446
"RWDD3",25950
"ASNS",440
"MS4A6A",64231
"TDRD7",23424
"CDC7",8317
"HIRA",7290
"GINS4",84296
"GPR89B",51463
"TLCD4-RWDD3",100527978
"P3H1",64175
"TLCD4",148534
"MRPS30",10884
"TTC17",55761
"ZNF783",100289678
"ITCH",83737
"GOLGA7",51125
"ARL4A",10124
"BRINP1",1620
"RIPPLY3",53820
"LCN8",138307
"ARL13A",392509
"MMP11",4320
"DPH7",92715
"CHEK1",1111
"B3GLCT",145173
"UFSP2",55325
"CDK11A",728642
"CWH43",80157
"ADGRG5",221188
"GATA1",2623
"MNX1",3110
"RHOG",391
"C2orf74",339804
"STAC3",246329
"CREB3",10488
"CHCHD10",400916
"GFRA2",2675
"GOLGB1",2804
"LCN15",389812
"FRRS1L",23732
"API5",8539
"CCDC77",84318
"C22orf39",128977
"C22orf15",150248
"NAA25",80018
"IMMP2L",83943
"RNF227",284023
"RRBP1",6238
"OR4A16",81327
"OR4A15",81328
"GGCX",2677
"RASSF3",283349
"TOMM40L",84134
"GBA2",57704
"OR4C15",81309
"OR4C16",219428
"IFITM1",8519
"OR4C11",219429
"UFD1",7353
"OR4P4",81300
"LRRN3",54674
"ATP1A2",477
"OR4S2",219431
"OR4C6",219432
"IFITM2",10581
"NBEA",26960
"GPAT4",137964
"CNTROB",116840
"MRPS28",28957
"UNC13C",440279
"ACVR1C",130399
"ARID5B",84159
"IFITM3",10410
"ARHGAP15",55843
"ANKRD37",353322
"C9orf135",138255
"TMEM121",80757
"PRSS36",146547
"SFRP5",6425
"TPD52",7163
"CHMP4C",92421
"SLC11A2",4891
"CDC42BPG",55561
"TWIST1",7291
"ZFAND1",79752
"B4GALNT4",338707
"SLMAP",7871
"HK1",3098
"HOXA10",3206
"WDR7",23335
"TLN1",7094
"OR4K2",390431
"HOXA9",3205
"OR4K5",79317
"MYRFL",196446
"DDX19B",11269
"TSHB",7252
"C2orf78",388960
"OR4K1",79544
"IL1A",3552
"CDNF",441549
"CD3D",915
"C11orf24",53838
"ROBO2",6092
"PSMA8",143471
"HSPA14",51182
"CCDC183",84960
"THEMIS2",9473
"HDHD5",27440
"LRAT",9227
"MIS12",79003
"STIM1",6786
"MAT2A",4144
"POP5",51367
"SLC22A8",9376
"DERL2",51009
"C1orf159",54991
"DYNLRB1",83658
"IFI44",10561
"KDM3A",55818
"TRMT2B",79979
"NUP155",9631
"CSN1S1",1446
"DLG4",1742
"IQGAP3",128239
"RABL6",55684
"TRAPPC1",58485
"RFX3",5991
"NOL8",55035
"GJD4",219770
"HOXA11",3207
"AIMP1",9255
"SORD",6652
"FZD8",8325
"CAVIN3",112464
"MRPL52",122704
"DAAM1",23002
"KCNAB3",9196
"RXFP2",122042
"TEX29",121793
"FERD3L",222894
"SLC35E2A",9906
"TMEM35A",59353
"MAB21L1",4081
"NPIPB12",440353
"STT3A",3703
"ACTRT2",140625
"TWISTNB",221830
"PIGP",51227
"EPB41L4B",54566
"TXNL1",9352
"OR4K15",81127
"C16orf87",388272
"PKP3",11187
"OR4K14",122740
"PCYT1B",9468
"OR4K13",390433
"POLR2D",5433
"OR4L1",122742
"ANKRD30BL",554226
"OR4K17",390436
"ABCA1",19
"SPTBN1",6711
"OR4N5",390437
"BPIFA2",140683
"C12orf4",57102
"CABP1",9478
"TMEM196",256130
"ATP6V0D1",9114
"CDH9",1007
"NPTXR",23467
"TMEM141",85014
"GGT2",728441
"RTKN2",219790
"TSPAN2",10100
"ADCY5",111
"ZMAT3",64393
"TMEM230",29058
"SLC7A6",9057
"PRKCB",5579
"INHBA",3624
"CFAP61",26074
"NELL1",4745
"TLE1",7088
"VKORC1L1",154807
"FBXO25",26260
"DEPDC5",9681
"TBCK",93627
"INTS9",55756
"ANP32E",81611
"FARS2",10667
"ZBTB4",57659
"ADAM9",8754
"GSDME",1687
"HAUS1",115106
"PAFAH1B2",5049
"SLC35G6",643664
"AMMECR1L",83607
"EI24",9538
"PHF5A",84844
"UBXN7",26043
"NPS",594857
"ERMAP",114625
"MYEOV",26579
"CDH20",28316
"CCT5",22948
"SOX1",6656
"NARS2",79731
"CRTAC1",55118
"RBM46",166863
"NGF",4803
"FOXI2",399823
"ATP5F1A",498
"CLRN3",119467
"NKD1",85407
"SLC7A6OS",84138
"IL1B",3553
"ZNF777",27153
"NCMAP",400746
"MAD2L1",4085
"PTPN3",5774
"SVBP",374969
"C1orf50",79078
"LRP5",4041
"BRPF1",7862
"RNF152",220441
"HCN1",348980
"TMEM269",100129924
"PRDM10",56980
"SNX20",124460
"RNMT",8731
"CCDC136",64753
"TRIM9",114088
"GAB2",9846
"GOLGA7B",401647
"OR5D13",390142
"OR11G2",390439
"SH2D4B",387694
"QPRT",23475
"CRNKL1",51340
"OR11H6",122748
"ATP6V1C1",528
"TACR2",6865
"FBXW4",6468
"ZNF746",155061
"GAS7",8522
"GCNT3",9245
"HPGDS",27306
"SPN",6693
"GRM4",2914
"OR5D14",219436
"OR5L1",219437
"ARHGAP24",83478
"OR5D18",219438
"SPACA7",122258
"OR5L2",26338
"GTF2A2",2958
"HGH1",51236
"DDX19A",55308
"OR5D16",390144
"XYLB",9942
"RBM26",64062
"NRBP1",29959
"CBX6",23466
"DOK2",9046
"IQCB1",9657
"SLC6A1",6529
"C16orf54",283897
"SLC22A25",387601
"VANGL1",81839
"GPR39",2863
"SPRYD4",283377
"LYPD1",116372
"AC067752.1",22891
"TUBB6",84617
"MIP",4284
"ANKK1",255239
"BPIFA3",128861
"BNIP2",663
"GLS2",27165
"ZNF365",22891
"HACD2",201562
"SLC22A24",283238
"CA14",23632
"PTPN13",5783
"SLC22A10",387775
"OR11H4",390442
"VSTM2L",128434
"ZMYND19",116225
"CCND1",595
"SERPINI2",5276
"SLC34A2",10568
"EHD1",10938
"PIGV",55650
"FAM180B",399888
"HOXA13",3209
"RPS24",6229
"APOBEC3B",9582
"CD3G",917
"CACNG3",10368
"ZG16",653808
"HTRA3",94031
"ENTPD1",953
"FAM210A",125228
"FGF8",2253
"LTO1",220064
"ATP12A",479
"IL37",27178
"SLC35F4",341880
"PSMD9",5715
"TSPY4",728395
"CACNA1C",775
"NCBP2L",392517
"TSC22D3",1831
"OR1J4",26219
"OR1N1",138883
"KDM5C",8242
"IGSF22",283284
"OR1Q1",158131
"OR1B1",347169
"WDR49",151790
"OR1J2",26740
"SERPINF2",5345
"OR1J1",347168
"OR1N2",138882
"OR1L8",138881
"EVX1",2128
"TTI1",9675
"NPY2R",4887
"GP9",2815
"NEGR1",257194
"TMEM114",283953
"TRIM51",84767
"WDR66",144406
"INSM1",3642
"DENND10",404636
"ISY1-RAB43",100534599
"PTPN5",84867
"ACRV1",56
"SCNN1A",6337
"MAP9",79884
"MUC5B",727897
"POLR3H",171568
"OR1L1",26737
"OR1L3",26735
"MBP",4155
"CCNJ",54619
"IGFBP6",3489
"GNS",2799
"ISY1",57461
"TENT2",167153
"AFG3L2",10939
"FANCM",57697
"GLI3",2737
"MYLK",4638
"EHMT1",79813
"NDFIP2",54602
"MED12",9968
"MAGI1",9223
"IP6K1",9807
"OR5W2",390148
"OR5I1",10798
"BTN2A1",11120
"LINGO2",158038
"GRK2",156
"ACO2",50
"BMI1",648
"C1QTNF4",114900
"DUOX1",53905
"TTC24",164118
"ALG6",29929
"NRG3",10718
"PSMA2",5683
"HERC6",55008
"RNF168",165918
"RAB43",339122
"CORO1C",23603
"NRN1",51299
"CC2D2B",387707
"OLA1",29789
"TRAFD1",10906
"LTBR",4055
"CYP11A1",1583
"STAMBP",10617
"TMEM86A",144110
"DRD2",1813
"FZD6",8323
"OR10AG1",282770
"OR5F1",338674
"PTHLH",5744
"DCST1",149095
"OR5AS1",219447
"TUBGCP5",114791
"C7orf25",79020
"OR8I2",120586
"OR1L4",254973
"OR8H2",390151
"VCX",26609
"OR1L6",392390
"BPIFA1",51297
"MS4A4A",51338
"SOAT2",8435
"IQCM",285423
"COL3A1",1281
"ACER3",55331
"SRRM1",10250
"GABRB3",2562
"CHRNA4",1137
"BAALC",79870
"GUSB",2990
"COMMD3-BMI1",100532731
"ABCB9",23457
"CASQ2",845
"PSMA3",5684
"NCBP1",4686
"SPATA31D3",389762
"EMB",133418
"CENPM",79019
"SPATA31D4",389761
"IL36G",56300
"GPT2",84706
"TAF4B",6875
"SPATA31A5",727905
"PARP6",56965
"COMMD3",23412
"CCDC85B",11007
"MS4A4E",643680
"NHLH2",4808
"MYC",4609
"INCENP",3619
"IL36A",27179
"NDUFC1",4717
"H2AX",3014
"POLA1",5422
"CDHR4",389118
"CLMN",79789
"ZNF691",51058
"METTL25",84190
"POLE",5426
"PRDM5",11107
"FBN1",2200
"OR8H3",390152
"RIMBP3B",440804
"MMP14",4323
"TMOD1",7111
"TSPY8",728403
"PCNA",5111
"GHITM",27069
"CMYA5",202333
"CRTAM",56253
"COX19",90639
"RAP1GAP",5909
"RAB33B",83452
"SELENON",57190
